GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0034976	9.35877974774075e-19	4.27516293547894	19.0278283485046	65	314	response to endoplasmic reticulum stress	11.9786806767009	2.24985065135688e-15
GO:0006955	1.04404746651707e-15	2.03777447597292	114.348764629389	198	1887	immune response	1.01036040248609	1.25494505475351e-12
GO:0006487	2.25073905100366e-14	8.10547063555913	5.0296488946684	28	83	protein N-linked glycosylation	73.8510669182755	1.80359222620427e-11
GO:0018279	4.14677426582404e-13	17.8769398907104	1.93914174252276	17	32	protein N-linked glycosylation via asparagine	301.650390625	2.07931084241323e-10
GO:0002474	5.12194439038426e-13	6.28953203407632	6.42340702210663	30	106	antigen processing and presentation of peptide antigen via MHC class I	48.5137059451762	2.07931084241323e-10
GO:0042590	5.18962772648892e-13	7.6494971792985	4.84785435630689	26	80	antigen processing and presentation of exogenous peptide antigen via MHC class I	73.815625	2.07931084241323e-10
GO:0018196	8.07257760369615e-13	16.7584699453552	1.99973992197659	17	33	peptidyl-asparagine modification	283.645546372819	2.77235379418365e-10
GO:0035966	1.27917615386985e-12	4.04126126126126	13.2710013003901	44	219	response to topologically incorrect protein	16.6693772023102	3.8439243423789e-10
GO:0002479	2.07333269923302e-12	7.4863223149092	4.72665799739922	25	78	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	74.6630506245891	5.53810200995132e-10
GO:0043413	4.1795640590892e-12	3.73657568917163	14.785955786736	46	244	macromolecule glycosylation	14.0389008331094	7.90764595862181e-10
GO:0006486	4.1795640590892e-12	3.73657568917163	14.785955786736	46	244	protein glycosylation	14.0389008331094	7.90764595862181e-10
GO:1903513	4.27618125882211e-12	19.6782988004362	1.63615084525358	15	27	endoplasmic reticulum to cytosol transport	373.868312757202	7.90764595862181e-10
GO:0030970	4.27618125882211e-12	19.6782988004362	1.63615084525358	15	27	retrograde protein transport, ER to cytosol	373.868312757202	7.90764595862181e-10
GO:0050776	5.07528665078803e-12	2.29939676852019	50.5994798439532	102	835	regulation of immune response	2.65816630212629	8.71499222035316e-10
GO:0070085	5.63298090139907e-12	3.63581051716645	15.4525357607282	47	255	glycosylation	13.1332564398308	9.02779072464225e-10
GO:0006986	8.10965509877503e-12	4.10831321145222	11.8772431729519	40	196	response to unfolded protein	18.9192003331945	1.21847567859095e-09
GO:0006810	1.1065822958143e-11	1.59107784193543	315.110533159948	411	5200	transport	0.276178624260355	1.5471029894804e-09
GO:0050778	1.15839658114173e-11	2.50391571553995	37.4496749024707	82	618	positive regulation of immune response	3.90114263570763	1.5471029894804e-09
GO:0032527	1.32624728634253e-11	10.3471314725989	2.90871261378414	19	48	protein exit from endoplasmic reticulum	149.839409722222	1.67805182966708e-09
GO:0051234	1.57383412141871e-11	1.5831687262067	322.442912873862	418	5321	establishment of localization	0.268253064020922	1.89174861394529e-09
GO:0006520	3.10697854650489e-11	3.07254204921623	20.8457737321196	55	344	cellular amino acid metabolic process	8.4450209572742	3.53500017316176e-09
GO:0006890	3.23502511687017e-11	5.79510228460505	6.12041612483745	27	101	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	48.0923438878541	3.53500017316176e-09
GO:0002376	3.60687420621596e-11	1.6777695719662	178.279843953186	258	2942	immune system process	0.54161327010626	3.74906013772973e-09
GO:0019882	3.74282210089491e-11	3.58441944482554	14.6041612483745	44	241	antigen processing and presentation	13.7649145159346	3.74906013772973e-09
GO:0002833	5.83127262481913e-11	3.65832926233512	13.695188556567	42	226	positive regulation of response to biotic stimulus	14.941263998747	5.60735175602607e-09
GO:0006952	1.17185099921389e-10	1.90936954475613	85.2010403120936	144	1406	defense response	1.32356958290926	1.08351146235008e-08
GO:0002684	1.35722677509733e-10	2.13432719090849	54.9625487646294	104	907	positive regulation of immune system process	2.29706715743896	1.17672472646493e-08
GO:0036503	1.37056124546665e-10	5.3582320441989	6.48400520156047	27	107	ERAD pathway	42.8500305703555	1.17672472646493e-08
GO:0030968	1.46754136177849e-10	4.61139751262875	8.36254876462939	31	138	endoplasmic reticulum unfolded protein response	29.5772946859903	1.21654118403982e-08
GO:0019221	1.92416862746273e-10	2.25931198102017	44.4790637191157	89	734	cytokine-mediated signaling pathway	3.00159998218117	1.54190046014013e-08
GO:0002443	2.44759969861904e-10	2.16735671514115	50.4176853055917	97	832	leukocyte mediated immunity	2.54612668731509	1.89807408886457e-08
GO:0048002	3.86459584842806e-10	3.67943868212325	12.3014304291287	38	203	antigen processing and presentation of peptide antigen	16.7550777742726	2.90327763113158e-08
