GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0036179	1.30075278959224e-07	165.78231292517	0.17758311765877	5	6	osteoclast maturation	2462.77777777778	0.000204088112687023
GO:0070166	1.05364142630272e-06	17.9200981251095	0.591943725529232	7	20	enamel mineralization	310.31	0.000557256173779088
GO:0006955	1.06549937625065e-06	1.84527605249397	54.8139889840069	90	1852	immune response	0.465284159556652	0.000557256173779088
GO:0071895	2.53675148701913e-06	41.437074829932	0.266374676488154	5	9	odontoblast differentiation	1094.56790123457	0.000796032616626603
GO:0097187	2.53675148701913e-06	41.437074829932	0.266374676488154	5	9	dentinogenesis	1094.56790123457	0.000796032616626603
GO:0097186	3.08490297316859e-06	14.557089977221	0.680735284358617	7	23	amelogenesis	234.638941398866	0.000806702127483586
GO:0071391	4.04495401670331e-06	19.9268181818182	0.473554980423386	6	16	cellular response to estrogen stimulus	415.59375	0.000900728804111979
GO:0045087	4.94098272597854e-06	2.24080770888582	21.4579600504347	44	725	innate immune response	1.48434340071344	0.000900728804111979
GO:0034505	5.74608521476992e-06	12.9378638319413	0.73992965691154	7	25	tooth mineralization	198.5984	0.000900728804111979
GO:0050974	5.74608521476992e-06	12.9378638319413	0.73992965691154	7	25	detection of mechanical stimulus involved in sensory perception	198.5984	0.000900728804111979
GO:0006959	6.31486095935741e-06	3.95669158427779	4.79474417678678	17	162	humoral immune response	11.48620637098	0.000900728804111979
GO:0002455	8.06346132950253e-06	7.90467300975551	1.3910677549937	9	47	humoral immune response mediated by circulating immunoglobulin	72.2444545043006	0.00105429756883246
GO:0018208	9.34091652664303e-06	6.6848623853211	1.7758311765877	10	60	peptidyl-proline modification	49.2555555555556	0.00112737677156176
GO:0050776	1.19910986649982e-05	2.09907652012915	24.3880814918044	47	824	regulation of immune response	1.22744250164954	0.00132906784760711
GO:0019511	1.27061935717697e-05	15.3251748251748	0.562346539252771	6	19	peptidyl-proline hydroxylation	294.714681440443	0.00132906784760711
GO:0006952	1.44134154017734e-05	1.8405302383797	40.5481451987524	68	1370	defense response	0.642429538068091	0.0014134155478364
GO:0050778	3.03081634798879e-05	2.21417496571054	18.083880814918	37	611	positive regulation of immune response	1.75742591496326	0.00263803444143325
GO:0045778	3.32204154559554e-05	5.6616389364018	2.04220585307585	10	69	positive regulation of ossification	37.2442764125184	0.00263803444143325
GO:0006958	3.36269527270013e-05	9.31079726651481	0.947109960846772	7	32	complement activation, classical pathway	121.21484375	0.00263803444143325
GO:0018126	3.36269527270013e-05	9.31079726651481	0.947109960846772	7	32	protein hydroxylation	121.21484375	0.00263803444143325
GO:0001676	5.2075631090195e-05	4.41545551222971	3.04851018647555	12	103	long-chain fatty acid metabolic process	20.0569327929117	0.0037203861482485
GO:0060068	5.21660262979395e-05	16.5680272108844	0.443957794146924	5	15	vagina development	394.044444444444	0.0037203861482485
GO:0031998	5.55802221295376e-05	11.0643939393939	0.710332470635079	6	24	regulation of fatty acid beta-oxidation	184.708333333333	0.00379153776179324
GO:0030501	6.22419259554148e-05	5.88450666307713	1.7758311765877	9	60	positive regulation of bone mineralization	44.33	0.00406906590933525
GO:0048806	7.37538623374232e-05	6.65890410958904	1.42066494127016	8	48	genitalia development	61.5694444444444	0.00451760488433344
GO:0098542	7.95428085546259e-05	1.92794039731157	26.3118985997744	47	889	defense response to other organism	1.05451329270005	0.00451760488433344
GO:0002253	8.17608211538061e-05	2.33458623172384	13.3779281969606	29	452	activation of immune response	2.51697470436213	0.00451760488433344
GO:0046320	9.05168356113619e-05	7.75634016704632	1.09509589222908	7	37	regulation of fatty acid oxidation	90.6676406135866	0.00451760488433344
GO:0050982	9.05168356113619e-05	7.75634016704632	1.09509589222908	7	37	detection of mechanical stimulus	90.6676406135866	0.00451760488433344
GO:0099515	9.05168356113619e-05	7.75634016704632	1.09509589222908	7	37	actin filament-based transport	90.6676406135866	0.00451760488433344
GO:0070169	9.21372570418547e-05	5.55644546147979	1.86462273541708	9	63	positive regulation of biomineral tissue development	40.2086167800453	0.00451760488433344
GO:0110151	9.21372570418547e-05	5.55644546147979	1.86462273541708	9	63	positive regulation of biomineralization	40.2086167800453	0.00451760488433344
GO:0043207	0.000112194712360473	1.77105363484961	36.0493728847302	59	1218	response to external biotic stimulus	0.705204634370593	0.005147820482419
GO:0051707	0.000112194712360473	1.77105363484961	36.0493728847302	59	1218	response to other organism	0.705204634370593	0.005147820482419
GO:0098751	0.00011516681569169	6.19305511309334	1.50945650009954	8	51	bone cell development	54.5390234525183	0.005147820482419
GO:0006956	0.000118114427894891	5.35726544622426	1.92381710797	9	65	complement activation	37.7723076923077	0.005147820482419
